id,name,category,subcategory,unit,image,price,brand,carton_qty,packaging,description
מוצ016,צץ רץ תאית דו שכבתי 2500,מוצרי נייר,hand-towels,יחידה,images/מוצרי נייר/צץ רץ תאית דו שכבתי 2500.webp,68,,,,"צץ רץ תאית דו-שכבתי 2500 יחידות. שילוב של נייר תאית לבן עם ספיגות דו-שכבתית, לשירותים במשרדים ובמוסדות שמקפידים על רמת נייר גבוהה."
מוצ017,גליל תעשייתי תאית דו שכבתי,מוצרי נייר,hand-towels,יחידה,images/מוצרי נייר/גליל תעשייתי דו שכבתי תאית.webp,0,,,,"גליל תעשייתי תאית דו-שכבתי לניגוב ידיים, משטחים וציוד. התאית לבנה ונקייה יותר מנייר ממוחזר, והשכבה הכפולה מגדילה את הספיגות — מתאים למטבחים מסחריים ולאזורי טיפול במזון."
מוצ018,סדין החתלה,מוצרי נייר,,יחידה,images/מוצרי נייר/סדין החתלה שלישייה.webp,0,,,,"סדין החתלה לשימוש חד-פעמי על משטחי החתלה ומיטות טיפול. מחליפים בין משתמש למשתמש ושומרים על היגיינה — פריט שוטף במעונות, בגני ילדים, במרפאות ובקליניקות טיפוח."
מוצ019,צץ רץ שבת דו שכבתי 9000,מוצרי נייר,toilet-paper,יחידה,,0,,,,"צץ רץ שבת דו-שכבתי 9000 יחידות — נייר חתוך מראש לשימוש בשבת. כמות מוסדית גדולה, המיועדת למוסדות, לבתי כנסת, לבתי מלון ולעסקים שומרי שבת."
ניק001,אקונומיקה 4 ליטר,ניקיון,,יחידה,images/ניקיון/אקונומיקה 4 ליטר.webp,5,,,,"אקונומיקה באריזת 4 ליטר לחיטוי, הלבנה וניקוי רצפות ומשטחים. אריזת הליטרז' הגדול היא הפורמט המשתלם לעסקים שמנקים מדי יום, וחוסכת החלפות אריזה תכופות. מוצר יסוד במסעדות, במפעלים, בבתי ספר ובחברות ניקיון."
ניק002,אקונומיקה ריחנות 4 ליטר,ניקיון,,יחידה,images/ניקיון/אקונומיקה ריחנות 4 ליטר.webp,6.5,,,,"אקונומיקה ריחנית באריזת 4 ליטר — כוח החיטוי של אקונומיקה בתוספת ניחוח שנשאר אחרי הניקיון. מתאימה במיוחד לשטחי קבלת קהל, שירותים ציבוריים ומסדרונות שבהם חשוב שהריח יהיה נעים ולא כימי."
ניק003,ג׳ל אורנים - סנו,ניקיון,,יחידה,images/ניקיון/ג_ל אורנים - סנו.webp,18,,,,"ג׳ל אורנים של סנו לניקוי רצפות ומשטחים בניחוח אורנים קלאסי. מרוכז, ולכן כמות קטנה מספיקה לדלי מים — יתרון תפעולי לעסקים עם שטחי ריצפה גדולים."
ניק004,ג׳ל אסלה - סנו,ניקיון,,יחידה,images/ניקיון/ג_ל אסלה - סנו.webp,8,,,,"ג׳ל אסלה של סנו לניקוי וחיטוי אסלות. המרקם הסמיך נצמד לדפנות ופועל לאורך זמן במקום לזלוג מיד. פריט קבוע בתחזוקת שירותים במשרדים, במסעדות ובמוסדות."
ניק005,טבליות מדיח פיירי,ניקיון,,יחידה,images/ניקיון/טבליות מדיח פיירי.webp,55,,,,"טבליות מדיח של פיירי לשטיפת כלים במדיח מקצועי או ביתי. הטבליה משלבת ניקוי, הברקה והגנה מפני אבנית במינון מדוד — בלי שקילה ובלי בזבוז. נוחה למטבחונים משרדיים ולמסעדות קטנות."
ניק006,כלורקס,ניקיון,,יחידה,images/ניקיון/כלורקס.webp,18,,,,"כלורקס לחיטוי, הלבנה וניקוי משטחים וכלים. שם מוכר שלקוחות מבקשים בשמו, ומשמש לחיטוי יסודי במטבחים, בשירותים ובאזורי טיפול במזון."
ניק007,מבריק למדיח - פיניש,ניקיון,,יחידה,images/ניקיון/מבריק למדיח - פיניש.webp,18,,,,מבריק למדיח של פיניש — מונע כתמי מים וסימני טפטוף על כלים וכוסות זכוכית ביציאה מהמדיח. חשוב במיוחד במסעדות ובבתי קפה שבהם מראה הכוסות הוא חלק מהשירות.
ניק008,מבשם רצפות בניחוח מאסק ליטר - סנו,ניקיון,,יחידה,images/ניקיון/מבשם רצפות בניחוח מאסק ליטר - סנו.webp,14,,,,"מבשם רצפות בניחוח מאסק של סנו באריזת ליטר. מרוכז ומיועד להוספה למי השטיפה כדי להשאיר ניחוח מתמשך אחרי הניקיון. פופולרי בלובי, במסדרונות ובחללי קבלת קהל."
ניק009,מבשם רצפות ליטר אוקינוס סנו,ניקיון,,יחידה,images/ניקיון/מבשם רצפות ליטר אוקינוס - סנו.webp,13,,,,"מבשם רצפות בניחוח אוקינוס של סנו באריזת ליטר. ניחוח רענן ונקי שמתאים למשרדים, לחדרי המתנה ולשטחי מסחר, ומוסיף למי השטיפה בכמות קטנה."
ניק010,מנקה אסלה ליטר - סנו,ניקיון,,יחידה,images/ניקיון/מנקה אסלה ליטר - סנו.webp,8,,,,מנקה אסלה של סנו באריזת ליטר לניקוי יומיומי של אסלות וכלים סניטריים. מסיר לכלוך ואבנית קלה ומשאיר ריח נקי — פריט שוטף בתחזוקת שירותים בעסק.
ניק011,מנקה רב תכליתי - Desytol,ניקיון,,יחידה,images/ניקיון/מנקה רב תכליתי - Desytol.webp,13,,,,"מנקה רב-תכליתי של Dettol לניקוי וחיטוי משטחים בבית ובעסק. מוצר אחד לכמה סוגי משטחים, מה שמפשט את מלאי חומרי הניקוי ומתאים למשרדים ולעסקים קטנים."
ניק012,מסיר אבנית - קלין,ניקיון,,יחידה,images/ניקיון/מסיר אבנית - קלין.webp,12,,,,"מסיר אבנית של קלין להסרת שכבות אבנית מברזים, כיורים, אסלות ומשטחים סניטריים. חיוני באזורים עם מים קשים, ומונע הצטברות שפוגעת במראה ובתפקוד הכלים."
ניק013,מסיר כתמים -KH7,ניקיון,,יחידה,images/ניקיון/מסיר כתמים -KH7.webp,18,,,,"מסיר כתמים KH7 — תרסיס רב-עוצמה להסרת שומן וכתמים עיקשים ממשטחי מטבח, תנורים וציוד. פועל מהר גם על לכלוך ישן, ולכן מבוקש במטבחים מסחריים ובמסעדות."
ניק014,מסיר שומנים סנו פורטה,ניקיון,,יחידה,images/ניקיון/מסיר שומנים - סנו פורטה.webp,14,,,,"מסיר שומנים סנו פורטה להסרת שומן דבוק ממשטחי מטבח, כיריים, קולטים וציוד. פורמולה חזקה שנועדה לעומסי שומן של מטבח מקצועי ולא רק לניקיון ביתי."
ניק015,מסיר שומנים סנט מוריץ,ניקיון,,יחידה,images/ניקיון/מסיר שומנים - סנט מוריץ.webp,14,,,,"מסיר שומנים סנט מוריץ לניקוי משטחי מטבח וציוד מזון. מפרק שכבות שומן טריות ומיושנות, ומשמש בתחזוקה שוטפת של מסעדות, קייטרינג ומטבחונים."
ניק016,מסיר שומנים - זוהר דליה,ניקיון,,יחידה,images/ניקיון/מסיר שומנים - זוהר דליה.webp,14,,,,"מסיר שומנים של זוהר דליה לניקוי מטבחים, כיריים ומשטחי עבודה. מותג ותיק בשוק המוסדי, ומשמש עסקים שמחפשים ניקוי שומן יעיל במחיר סיטונאי."
ניק017,מסיר שומנים - יעקובי,ניקיון,,יחידה,images/ניקיון/מסיר שומנים - יעקובי.webp,18,,,,"מסיר שומנים של יעקובי להסרת שומן ממשטחי מטבח, תנורים וציוד מסחרי. יעקובי הוא ספק מוכר בשוק המוסדי, והמוצר מיועד לעומסי עבודה של מטבח פעיל."
ניק018,מסיר שומנים 4 ליטר,ניקיון,,יחידה,images/ניקיון/מסיר שומנים 4 ליטר.webp,20,,,,מסיר שומנים באריזת 4 ליטר — פורמט חסכוני למטבחים מסחריים שצורכים כמויות גדולות. אריזת הליטרז' הגדול מפחיתה את עלות הליטר ואת תדירות ההזמנה.
ניק019,מרכך כביסה יעקובי,ניקיון,,יחידה,images/ניקיון/מרכך כביסה יעקובי.webp,0,,,,"מרכך כביסה של יעקובי לריכוך ובישום כביסה. מתאים למכבסות, למוסדות ולעסקים שמכבסים מדים, מגבות ומצעים בכמות."
ניק020,משחת כלים 3.5 ק״ג,ניקיון,,יחידה,images/ניקיון/משחת כלים 3.5 ק״ג.webp,15,,,,"משחת כלים באריזת 3.5 ק״ג לשטיפת כלים וסירים. המרקם הסמיך יעיל במיוחד על שאריות שרופות ודבוקות, והאריזה הגדולה מיועדת למטבחים עם נפח שטיפה יומי גבוה."
ניק021,משמיד עובש - יעקבי,ניקיון,,יחידה,images/ניקיון/משמיד עובש - יעקבי.webp,28,,,,"משמיד עובש של יעקובי להסרת עובש מקירות, פוגות ומשטחים לחים. חיוני בחדרי שירותים, במקלחות ובמטבחים שבהם מצטברת לחות, ומונע התפשטות של הכתמים."
ניק022,נוזל חלונות 4 ליטר,ניקיון,,יחידה,images/ניקיון/נוזל חלונות 4 ליטר.webp,10,,,,"נוזל לניקוי חלונות באריזת 4 ליטר — פורמט מוסדי לניקוי זכוכית, מראות וויטרינות בלי סימני מריחה. מתאים לחברות ניקיון, לחנויות ולבנייני משרדים עם שטחי זכוכית גדולים."
ניק023,נוזל חלונות ליטר,ניקיון,,יחידה,images/ניקיון/נוזל חלונות ליטר.webp,4.5,,,,"נוזל לניקוי חלונות באריזת ליטר לניקוי זכוכית, מראות ומשטחים מבריקים. גודל נוח לעמדת ניקיון במשרד או בעסק קטן, ומשאיר זכוכית נקייה בלי פסים."
ניק024,נוזל כלים 18% 1.5 ל׳ - קלין,ניקיון,,יחידה,images/ניקיון/נוזל כלים 1.5 ל_ - קלין.webp,12,,,,"נוזל כלים בריכוז 18% של קלין באריזת 1.5 ליטר. ריכוז 18% מתאים לשטיפה ידנית יומיומית, והאריזה נוחה למטבחונים משרדיים ולעסקים קטנים."
ניק025,נוזל כלים 18% ליטר - סנו,ניקיון,,יחידה,images/ניקיון/נוזל כלים 18_ ליטר - סנו.webp,9,,,,"נוזל כלים בריכוז 18% של סנו באריזת ליטר. מותג מוביל בשוק, בריכוז שמתאים לשטיפה ידנית שוטפת במטבחון או בעסק קטן."
ניק026,נוזל כלים 24% 4 ליטר- סנו DG731,ניקיון,,יחידה,images/ניקיון/נוזל כלים 24_ 4 ליטר- סנו DG731.webp,35,,,,נוזל כלים בריכוז 24% של סנו באריזת 4 ליטר (דגם DG731). הריכוז הגבוה והאריזה המוסדית נועדו למטבחים מסחריים — פחות חומר לכל שטיפה ועלות נמוכה יותר לליטר.
ניק027,נוזל כלים ליטר 36%,ניקיון,,יחידה,images/ניקיון/נוזל כלים ליטר 36_.webp,15,,,,"נוזל כלים בריכוז 36% באריזת ליטר — הריכוז הגבוה בסדרה. כמות קטנה מפרקת שומן כבד, ולכן הוא משתלם למטבחים עם עומס שטיפה גבוה ולכלים שמנוניים."
ניק028,נוזל לניקוי פרקט - יעקבי,ניקיון,,יחידה,images/ניקיון/נוזל לניקוי פרקט - יעקבי.webp,14,,,,"נוזל לניקוי פרקט של יעקובי — מנקה בלי לפגוע בציפוי העץ ובלי להשאיר מים עומדים. מתאים למשרדים, לאולמות ולחללי מסחר עם ריצוף פרקט או למינציה."
ניק029,סבון אסלה שלישייה,ניקיון,,יחידה,images/ניקיון/מתקן סבון אסלה שלישייה.webp,10,,,,"סבון אסלה במארז שלישייה — תלוי בקערת האסלה ומבשם עם כל הדחה. שומר על ריח נעים בשירותים בין ניקיון לניקיון, ולכן נפוץ במשרדים ובשירותים ציבוריים."
ניק030,סבון ידיים 4 ליטר,ניקיון,,יחידה,images/ניקיון/סבון ידיים 4 ליטר.webp,12,,,,"סבון ידיים באריזת 4 ליטר למילוי חוזר. הפורמט המוסדי חוסך משמעותית מול בקבוקים בודדים, ומתאים לבנייני משרדים, לבתי ספר ולמפעלים."
ניק031,סבון ידיים שלישייה,ניקיון,,יחידה,images/ניקיון/סבון ידיים שלישייה.webp,8,,,,סבון ידיים במארז שלישייה — פורמט נוח למשרד או לעסק קטן שרוצה מלאי מוכן בלי מיכל מילוי גדול.
ניק032,סנו ג׳ט רב תכליתי 4 ליטר,ניקיון,,יחידה,images/ניקיון/סנו ג_ט רב תכליתי 4 ליטר.webp,18.5,,,,"סנו ג׳ט רב-תכליתי באריזת 4 ליטר לניקוי משטחים, רצפות וציוד. מוצר אחד לכמה משימות ניקיון, מה שמצמצם את מגוון החומרים שצריך להחזיק במלאי."
ניק033,פיניש נוזל לניקוי והברקת מדיח כלים ניחוח לימון 250 מל,ניקיון,,יחידה,images/ניקיון/תמפיניש נוזל לניקוי והברקת מדיח כלים ניחוח לימון 250 מלונה1.webp,12.5,,,,"פיניש נוזל לניקוי והברקת מדיח כלים בניחוח לימון, 250 מ״ל. מנקה את המדיח עצמו מאבנית ומשומן שהצטברו — תחזוקה שמאריכה את חיי המכונה ומשפרת את תוצאות השטיפה."
ניק034,קצף אקונומיקה - סנו ז׳אוול,ניקיון,,יחידה,images/ניקיון/קצף אקונומיקה - סנו ז_אוול.webp,14,,,,"קצף אקונומיקה סנו ז׳אוול — נצמד למשטחים אנכיים ואופקיים ופועל לאורך זמן במקום לזלוג. יעיל לחיטוי אסלות, קירות מקלחת ומשטחי מטבח."
ניק035,ריצפז 2 ליטר סנו,ניקיון,,יחידה,images/ניקיון/ריצפז 2 ליטר - סנו.webp,18,,,,"ריצפז של סנו באריזת 2 ליטר לניקוי רצפות. מרוכז להוספה למי השטיפה, ומתאים לניקיון יומיומי של משרדים, חנויות ומוסדות."
ניק036,רסס נגב - Dettol,ניקיון,,יחידה,images/ניקיון/רסס נגב - Dettol.webp,12,,,,"רסס נגב של Dettol לחיטוי מהיר של משטחים ונקודות מגע. מרססים, מנגבים וממשיכים — בלי שטיפה. נוח לשימוש בין לקוח ללקוח במרפאות, במשרדים ובעסקי שירות."
ניק037,רסס נגב אסטוניש,ניקיון,,יחידה,images/ניקיון/רסס נגב אסטוניש.webp,12,,,,"רסס נגב של אסטוניש לניקוי וחיטוי משטחים בשימוש מהיר. אלטרנטיבה משתלמת לתרסיסי חיטוי ממותגים, בשמירה על נוחות השימוש."
ניק038,שמפו רצפות - Blue,ניקיון,,יחידה,images/ניקיון/שמפו רצפות - Blue.webp,14,,,,"שמפו רצפות Blue לניקוי ובישום רצפות. מרוכז להוספה לדלי, ומשאיר ריח נקי אחרי השטיפה — מתאים לשטחי מסחר ולחללי קבלת קהל."
ניק039,שמפו רצפות 4 ליטר - סנו S255,ניקיון,,יחידה,images/ניקיון/שמפו רצפות 4 ליטר - סנו S255.webp,16,,,,"שמפו רצפות של סנו באריזת 4 ליטר (דגם S255). פורמט מוסדי לשטחי ריצפה גדולים, עם עלות נמוכה יותר לליטר מול אריזות קטנות. מתאים למפעלים, לבתי ספר ולחברות ניקיון."
ציו001,packing list 16/22,ציוד משרדי,,יחידה,images/שונים/packing list.webp,190,,,,"מעטפות packing list במידות 16/22 להצמדת תעודת משלוח או חשבונית לחבילה. שקופות ודביקות, ושומרות על המסמך יבש וקריא לאורך המשלוח — פריט חובה בעסקים ששולחים סחורה."
ציו002,דפי למינציה a3,ציוד משרדי,,יחידה,images/ציוד משרדי/דפי למינציה a3.webp,0,,,,"דפי למינציה בגודל A3 לחיפוי ולשימור מסמכים, שילוט ותפריטים. הלמינציה מגנה מפני לחות, קמטים ובלאי, ולכן נפוצה בשילוט בעסקים ובתפריטי מסעדות."
ציו003,דפי למינציה a4,ציוד משרדי,,יחידה,images/ציוד משרדי/דפי למינציה a4.webp,0,,,,"דפי למינציה בגודל A4 לחיפוי מסמכים, נהלים ושלטים. הגודל הנפוץ ביותר במשרד, ומאריך משמעותית את חיי מסמכים בשימוש יומיומי."
ציו004,חוצצים פלסטיק רגיל/עבה,ציוד משרדי,,יחידה,images/ציוד משרדי/חוצצים פלסטיק רגיל-עבה.jpg,0,,,,"חוצצים מפלסטיק בעובי רגיל או עבה לחלוקת קלסרים לפי נושא. העובי העבה עמיד יותר לדפדוף תכוף, ומתאים לתיקי לקוחות ולארכיון פעיל."
ציו005,טוש פרמננט 70,ציוד משרדי,,יחידה,images/ציוד משרדי/טוש פרמננט 70.webp,0,,,,"טוש פרמננט 70 לסימון קבוע על קרטון, פלסטיק, מתכת וזכוכית. הכתב לא נמחק ולא נמרח, ולכן הוא סטנדרט בסימון ארגזים, מלאי ומחסן."
ציו006,טיפקס,ציוד משרדי,,יחידה,images/ציוד משרדי/טיפקס.webp,0,,,,טיפקס לתיקון שגיאות כתיבה על מסמכים וטפסים. פריט משרדי בסיסי שנשאר רלוונטי בכל מקום שממלאים טפסים ידנית.
ציו007,טיפקס רולר,ציוד משרדי,,יחידה,images/ציוד משרדי/טיפקס רולר.webp,4,,,,"טיפקס רולר לתיקון מיידי ביישום יבש — כותבים מעליו מיד בלי להמתין לייבוש. נקי ומדויק יותר מטיפקס נוזלי, ולכן מועדף לתיקון טפסים ומסמכים רשמיים."
ציו008,מכשיר לגליל סלוטייפ + pvc,ציוד משרדי,,יחידה,images/ציוד משרדי/מכשיר לגליל סלוטייפ + pvc.webp,0,,,,"מכשיר לגליל סלוטייפ כולל גליל PVC לאריזת חבילות. מאיץ משמעותית את סגירת הקרטונים בעמדת אריזה, ומתאים לעסקים ששולחים סחורה באופן שוטף."
ציו009,מנקב דף 600 ל25,ציוד משרדי,,יחידה,images/ציוד משרדי/מנקב דף 600 ל25.webp,0,,,,"מנקב דפים בתפוקה של עד 25 דפים בפעולה אחת (דגם 600). מיועד לעבודה משרדית שוטפת עם קלסרים ותיוק, ולא רק לדפים בודדים."
ציו010,נייר צילום A4,ציוד משרדי,,יחידה,./images/מוצרי נייר/נייר צילום A4.webp,0,,,,"נייר צילום A4 להדפסה וצילום שוטף במשרד. פריט הצריכה הגדול ביותר במשרד, ולכן הזמנה סיטונאית שלו היא החיסכון הפשוט ביותר בהוצאות המשרד."
ציו011,נייר צילום A4 במגוון צבעים,ציוד משרדי,,יחידה,images/ציוד משרדי/נייר צילום A4 במגוון צבעים.webp,0,,,,"נייר צילום A4 במגוון צבעים להדפסות מודגשות, הפרדת מסמכים לפי נושא ושילוט פנימי. שימושי גם לחומרי הדרכה, לטפסים ולחלוקה ויזואלית בארכיון."
ציו012,נייר שרטוט וסקיצה במגוון גדלים,ציוד משרדי,,יחידה,images/ציוד משרדי/נייר שרטוט וסקיצה במגוון גדלים.webp,0,,,,"נייר שרטוט וסקיצה במגוון גדלים לאדריכלים, מהנדסים ומעצבים. מתאים לשרטוטים טכניים ולסקיצות עבודה במשרדי תכנון ובאתרי בנייה."
ציו013,סיכות קנרו 26/6 5000 יחידות פלדה,ציוד משרדי,,יחידה,images/ציוד משרדי/סיכות קנרו 26-6 5000 יחידות פלדה.jpg,0,,,,"סיכות שדכן קנרו 26/6 מפלדה במארז 5000 יחידות. המידה 26/6 היא הסטנדרט לשדכנים משרדיים, והכמות מיועדת לשימוש מוסדי שוטף."
ציו014,סל אשפה מתכת רשת,ציוד משרדי,,יחידה,images/ציוד משרדי/סל אשפה מתכת רשת.webp,0,,,,"סל אשפה ממתכת ברשת לעמדות עבודה ולמשרדים. עמיד יותר מסל פלסטיק ובעל מראה נקי ומשרדי, ומתאים לפינות עבודה ולחדרי ישיבות."
ציו015,סלוטייפ שלישייה,ציוד משרדי,,יחידה,images/ציוד משרדי/סלוטייפ שלישייה.webp,5.1,,,,"סלוטייפ במארז שלישייה להדבקה ולתיקונים משרדיים. פריט בסיסי בעמדת עבודה ובעמדת אריזה, בכמות שמספיקה לכמה עמדות."
ציו016,עט לחיץ בקופסא 50 יחידות,ציוד משרדי,,יחידה,images/ציוד משרדי/עט לחיץ בקופסא 50 יחידות.webp,0,,,,עט לחיץ באריזת 50 יחידות. כמות שמיועדת למשרד שלם או לחלוקה לעובדים ולעמדות קבלה — עטים הם פריט שמתכלה ונעלם במהירות בכל ארגון.
ציו017,עט מחט 0.5/0.7,ציוד משרדי,,יחידה,images/ציוד משרדי/עט מחט 0.5-0.7 .jpg,0,,,,"עט מחט בעובי 0.5 או 0.7 מ״מ לכתיבה מדויקת. הקו הדק מתאים לטפסים, לחתימות ולרישום מסודר, ושני העוביים מאפשרים לבחור לפי העדפת הכותב."
ציו018,קלסר גב 8/5/3,ציוד משרדי,,יחידה,images/ציוד משרדי/קלסר גב 8.webp,6.5,,,,"קלסר עם גב ברוחב 8, 5 או 3 ס״מ לתיוק מסמכים. שלושת הרוחבים מאפשרים להתאים את הקלסר לנפח התיק — מארכיון פעיל ועד תיקי לקוח דקים."
ציו019,שדכן 26/6,ציוד משרדי,,יחידה,images/ציוד משרדי/שדכן 26-6.jpg,0,,,,"שדכן במידה 26/6 לשידוך מסמכים במשרד. תואם את סיכות הפלדה הסטנדרטיות במידה זו, ומתאים לעבודת תיוק ומשרד יומיומית."
ציו020,שמרדף 45 מיקרון,ציוד משרדי,,יחידה,images/ציוד משרדי/שמרדף 45 מיקרון.webp,0,,,,"שמרדף בעובי 45 מיקרון להגנה על מסמכים בתוך קלסר. העובי מונע קריעה בדפדוף חוזר, ומתאים לתיקי לקוחות, לנהלים ולמסמכים שנשלפים הרבה."
ציו021,תיק גומי גב שפיר,ציוד משרדי,,יחידה,images/ציוד משרדי/תיק גומי גב שפיר.webp,0,,,,"תיק גומי עם גב שפיר לאחסון וסגירת מסמכים. הגומייה מחזיקה את התוכן במקום גם בהעברה בין משרדים, ומתאים לתיקי עבודה ולארכיון."
ציו022,תיק מטאל פייל לתלייה,ציוד משרדי,,יחידה,images/ציוד משרדי/תיק מטאל פייל לתלייה.webp,0,,,,"תיק מטאל פייל לתלייה בארון תיוק תלוי. שיטת התיוק התלוי מאפשרת שליפה מהירה של תיק שלם, ונפוצה בארכיוני לקוחות ובמשרדי רואי חשבון ועורכי דין."
ציו023,תיק מנילה עם ברזל תיוק,ציוד משרדי,,יחידה,images/ציוד משרדי/תיק מנילה עם ברזל תיוק.webp,0,,,,"תיק מנילה עם ברזל תיוק לקיבוע מסמכים מנוקבים בתוך התיק. הברזל מונע נשירה של דפים, ולכן הוא סטנדרט בתיקי לקוח, בתיקי עובד ובארכיון מסודר."
יצי001,דפי בריסטול לבן,מוצרי יצירה,,יחידה,images/מוצרי יצירה/דפי בריסטול לבן.webp,0,,,,"דפי בריסטול לבן לעבודות יצירה, שילוט ומצגות. הבריסטול עבה ונוקשה מנייר רגיל, ולכן מתאים לשלטים, לכרטיסיות ולעבודות שדורשות חוזק. נפוץ בגני ילדים, בבתי ספר ובחוגים."
יצי002,דפי בריסטול מנילה במגוון צבעים A4,מוצרי יצירה,,יחידה,images/מוצרי יצירה/דפי בריסטול מנילה במגוון צבעים A4.webp,0,,,,"דפי בריסטול מנילה בגודל A4 במגוון צבעים. הצבעוניות מתאימה לעבודות יצירה, לשילוט פנימי ולחומרי הוראה בגני ילדים, בבתי ספר ובמעונות."
יצי003,דפי סול,מוצרי יצירה,,יחידה,images/מוצרי יצירה/דפי סול.webp,0,,,,"דפי סול (פוליאתילן מוקצף) לעבודות יצירה. חומר קל, גמיש וצבעוני שקל לגזור ולהדביק, ולכן הוא פופולרי בגני ילדים, בחוגי יצירה ובפעילויות לילדים."
יצי004,נייר קרם במגוון צבעים,מוצרי יצירה,,יחידה,images/מוצרי יצירה/נייר קרם במגווןו צבעים.webp,0,,,,"נייר קרם במגוון צבעים לעבודות יצירה ולקישוט. מגוון הגוונים מאפשר עבודות צבעוניות בגני ילדים, בבתי ספר ובחוגים."
שקי001,אשפתון 50/70 LD 20 יח׳,שקיות,,יחידה,images/שקיות/אשפתון 50 LD.webp,4,,,,"אשפתון LD במידה 50/70 במארז 20 יחידות. מתאים לפחים קטנים במשרדים, בחדרי שירותים ובעמדות עבודה, וחומר ה-LD עמיד יחסית לקריעה."
שקי002,אשפתון מרשרש 50/70 - 60יח׳,שקיות,,יחידה,images/שקיות/אשפתון מרשרש 50-70 - 60יח_.webp,4.5,,,,"אשפתון מרשרש במידה 50/70 במארז 60 יחידות. הפורמט המרשרש קל וזול יותר לפסולת יבשה, והכמות במארז מיועדת לצריכה שוטפת במשרדים ובמוסדות."
שקי003,שקיות אשפה 75-85,שקיות,,יחידה,images/שקיות/שקיות אשפה 75-85.webp,4.5,,,,"שקיות אשפה במידה 75-85 לפחים בינוניים וגדולים. מידה נפוצה במטבחונים, במסדרונות ובשטחי מסחר, ומוזמנת בדרך כלל כפריט מלאי קבוע."
שקי004,שקיות אשפה 75-90,שקיות,,יחידה,images/שקיות/שקיות אשפה 75-90.webp,7,,,,"שקיות אשפה במידה 75-90 לפחים גדולים ולנפחי פסולת גבוהים. מתאימות למטבחים מסחריים, למפעלים ולשטחי מסחר עם פינוי יומיומי."
שקי005,שקיות גופיה,שקיות,,יחידה,images/שקיות/שקיות גופיה.webp,180,,,,"שקיות גופיה לאריזה ולנשיאה בקופה. הידיות מובנות בשקית עצמה, ולכן היא הפורמט המקובל בחנויות, במינימרקטים ובדוכנים."
שקי006,שקיות מזון 300 יח׳,שקיות,,יחידה,images/שקיות/שקיות מזון.webp,9,,,,"שקיות מזון במארז 300 יחידות לאריזה ולשמירת מוצרי מזון. מתאימות למטבחים מסחריים, לחנויות מזון ולאריזת מנות ומרכיבים."
שקי007,שקיות ניילון לפי הזמנה עובי + גודל,שקיות,,יחידה,images/שקיות/שקיות ניילון לפי הזמנה - עובי + גודל.webp,0,,,,שקיות ניילון בייצור לפי הזמנה — בחירת עובי וגודל לפי צורכי העסק. מתאים למי שצריך מידה שאינה סטנדרטית או עובי מסוים למשקל הסחורה. צרו קשר לקבלת הצעת מחיר לפי מפרט.
שקי008,שקיות פסגור במגוון גדלים,שקיות,,יחידות,images/שקיות/שקיות פסגור .webp,0,,,,"שקיות פסגור (זיפ) במגוון גדלים לאריזה, למיון ולשמירה. הסגירה החוזרת שומרת על טריות ועל סדר, ולכן הן משמשות מטבחים, מעבדות, מחסנים ועסקי מסחר."
שונ001,FUJICOM סוללות AAA - 8 יח',שונים,,יחידה,images/שונים/FUJICOM סוללות AAA 8 יח.webp,10,,,,"סוללות AAA של FUJICOM במארז 8 יחידות. מתאימות לשלטים, לעכברים אלחוטיים, למכשירי מדידה ולציוד משרדי — פריט שכדאי להחזיק במלאי כדי לא לעצור עבודה."
שונ002,k300,שונים,,יחידה,images/שונים/k300.webp,0,,,,"K300 — פריט מלאי שוטף בקטלוג. לפרטים מלאים על המפרט והשימוש, צרו קשר ונשמח לתת מידע והצעת מחיר."
שונ003,אלכוהול טהור 80% 1 ליטר,שונים,,יחידה,images/שונים/אלכוהול טהור 80%.webp,38,,,,"אלכוהול טהור 80% באריזת ליטר לחיטוי משטחים וציוד. משמש לחיטוי בעסקי מזון, במרפאות ובמכוני טיפוח, וגם כמדלל וכמנקה שאריות דבק ושומן."
שונ004,אציטון ליטר,שונים,,יחידה,images/שונים/אציטון ליטר.webp,22,,,,"אציטון באריזת ליטר להסרת לק, דבק ושאריות צבע. פריט עבודה שוטף במכוני יופי ובציפורניים, וכן בעבודות ניקוי וגימור."
שונ005,בוחשני עץ לשתיה חמה,שונים,,יחידה,images/שונים/בוחשני עץ לשתיה חמה.webp,12,,,,"בוחשני עץ לשתייה חמה — חלופה ידידותית לסביבה לבוחשן פלסטיק. מתאימים לפינות קפה משרדיות, לבתי קפה ולדוכני משקאות."
שונ006,בנזין לבן טהור חצי ליטר,שונים,,יחידה,images/שונים/בנזין לבן טהור.webp,25,,,,"בנזין לבן טהור באריזת חצי ליטר להסרת כתמים, דבק ושומן ממשטחים ומבדים. משמש בניקוי מקצועי, בתחזוקה ובמכבסות."
שונ007,גליל אלבד במגוון צבעים,שונים,,יחידה,images/שונים/גליל אלבד במגוון צבעים.webp,14,,,,"גליל אלבד במגוון צבעים לניקוי, לניגוב ולעבודות שאינן דורשות בד רב-פעמי. הצבעים מאפשרים להקצות צבע לכל אזור ניקיון ולמנוע העברת לכלוך בין אזורים."
